MP name,Nature of membership,Start of term,End of term,Number of terms,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average,House,Paliament Term,TotalGOIRelease,UnSanctionBalance,UnspentBalance,LastInstNumber1,LastInstYear,LastReleaseDate,LastRelAmount,PendInstallNo,PendInstYear,ReasonsforNotRel,ReasonsforNotRel.1,Criminal Case,Total Assets,Liabilities
Karadi Sanganna Amarappa,Elected,5/23/2019,In office,2,Karnataka,Koppal,Bharatiya Janata Party,Male,10th Pass,S.L.C.,69,3,0,0,0.71, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/12/2019,2.5,2,2019-20,,,1,28725791,22475333
Ramapati Ram Tripathi,Elected,5/23/2019,In office,1,Uttar Pradesh,Deoria,Bharatiya Janata Party,Male,Graduate Professional,Information Not Available,69,4,2,39,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,1,,,,1,29451678,9310684
Lallu Singh,Elected,5/23/2019,In office,2,Uttar Pradesh,Faizabad,Bharatiya Janata Party,Male,Post Graduate,LL.B.,65,5,0,19,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,14-08-2019,2.5,2,2017-18,"Eligible MPR not Received, Incorrect Audit Certificate, Utilisation Certificate Pending.","Eligible MPR not Received, Incorrect Audit Certificate, Utilisation Certificate Pending.",1,31884642,11276478
Radha Mohan Singh,Elected,5/23/2019,In office,6,Bihar,Purvi Champaran,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at M.S. College, Bihar University, Motihari, Bihar",70,0,0,0,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,,,,,,,,,,,,1,33791375,1146627
Dinesh Chandra Yadav,Elected,5/23/2019,In office,4,Bihar,Madhepura,Janata Dal (United),Male,Graduate Professional,"D.C.E. (Civil), I.A.; Educated at Government Polytechnic, Saharsa and C.M. Science College, Madhipura, Bihar",69,11,0,2,0.86, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,27-02-2020,2.5,1,2019-20,,,1,37420953,700000
Dibyendu Adhikari,Elected,5/23/2019,In office,2,West Bengal,Tamluk,All India Trinamool Congress,Male,Graduate,"B.A. (Hons.) 1998, Contai Pravat Kumar College, Vidyasagar University",38,1,0,49,0.52, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,5,2.6,4.95,2,2019-2020,6/3/2020,2.5,2,,,,1,37687867,8397501
Santosh Kumar,Elected,5/23/2019,In office,2,Bihar,Purnia,Janata Dal (United),Male,12th Pass,Intermediate,44,8,0,39,0.82, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,27-02-2020,2.5,2,2018-19,,,1,41036294,2500000
Saugata Roy,Elected,5/23/2019,In office,4,West Bengal,Dum Dum,All India Trinamool Congress,Male,Post Graduate,"M.Sc., LL.B.; Jogesh Chandra Law College, Kolkata-33",72,64,2,84,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,1,,"Audit Certificate Pending, Utilisation Certificate Pending.","Audit Certificate Pending, Utilisation Certificate Pending.",1,42518790,0
Rakesh Singh,Elected,5/23/2019,In office,4,Madhya Pradesh,Jabalpur,Bharatiya Janata Party,Male,Graduate,"B.Sc.; Educated at Government Science College, Jabalpur",57,11,0,28,0.74, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,2.5,2.06,2.12,1,2019-2020,31-10-2019,2.5,1,,,,1,43134351,1387000
Arun Kumar Sagar,Elected,5/23/2019,In office,1,Uttar Pradesh,Shahjahanpur,Bharatiya Janata Party,Male,12th Pass,Information Not Available,52,5,0,1,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,1,,,,1,43448049,1179697
Ajay Misra Teni,Elected,5/23/2019,In office,2,Uttar Pradesh,Kheri,Bharatiya Janata Party,Male,Graduate Professional,"B.Sc., LL.B.",59,26,4,92,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,5,2.44,4.09,2,2019-2020,26-02-2020,2.5,2,2017-18,,,1,45295455,0
Ashok Kumar Yadav,Elected,5/23/2019,In office,1,Bihar,Madhubani,Bharatiya Janata Party,Male,Doctorate,Information Not Available,Information not available,6,0,1,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,1,2016-17,,,1,46699125,7892847
Narender Kumar,Elected,5/23/2019,In office,1,Rajasthan,Jhunjhunu,Bharatiya Janata Party,Male,Graduate,Information Not Available,59,14,0,2,0.91, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,2,2018-19,,,1,47474109,3278401
Om Birla,Elected,5/23/2019,In office,2,Rajasthan,Kota,Bharatiya Janata Party,Male,Post Graduate,M.Com,57,,,,,"As a Speaker, this MP does not sign the attendance register and participate in debates and questions. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,30-01-2020,2.5,1,2018-19,,,1,48347737,0
DNV Senthilkumar S.,Elected,5/23/2019,In office,1,Tamil Nadu,Dharmapuri,Dravida Munnetra Kazhagam,Male,Post Graduate,Information Not Available,42,36,0,63,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-11-2019,2.5,2,-,,,1,48477451,6053502
Manicka Tagore,Elected,5/23/2019,In office,2,Tamil Nadu,Virudhunagar,Indian National Congress,Male,Graduate Professional,"B.A., L.L.B.; Educated at Bangalore University",44,25,0,59,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,14-02-2020,2.5,1,,,,1,49705799,3600203
Dhanush M Kumar,Elected,5/23/2019,In office,1,Tamil Nadu,Tenkasi,Dravida Munnetra Kazhagam,Male,Post Graduate,Information Not Available,44,3,0,78,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,10/1/2020,2.5,1,1997-98,,,1,51360700,2896862
Bhagwanth Khuba,Elected,5/23/2019,In office,2,Karnataka,Bidar,Bharatiya Janata Party,Male,Graduate Professional,BE (Mech.),52,2,0,60,0.74, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.8,0,41,0.78,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,15-11-2019,2.5,1,2019-20,,,1,51836416,10239000
Kaushal Kishore,Elected,5/23/2019,In office,2,Uttar Pradesh,Mohanlalganj,Bharatiya Janata Party,Male,Graduate,Inter/ Higher Secondary,60,4,0,65,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,15-11-2019,2.5,1,2019-20,,,1,55530561,0
Girish Bhalchandra Bapat,Elected,5/23/2019,In office,1,Maharashtra,Pune,Bharatiya Janata Party,Male,Graduate,Information Not Available,70,9,0,74,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/2/2020,2.5,1,2019-20,,,1,57959302,1793891
Pashu Pati Kumar Paras,Elected,5/23/2019,In office,1,Bihar,Hajipur,Lok Janasakti Party,Male,Graduate Professional,Information Not Available,Information not available,1,0,3,0.7, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,1997-98,,,1,62834200,6744375
Rajesh Verma,Elected,5/23/2019,In office,4,Uttar Pradesh,Sitapur,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Economics) 
Educated at Lucknow University, Lucknow and Kanpur University, Kanpur (Uttar Pradesh)",59,6,0,27,0.91, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,5,2.94,4.56,2,2019-2020,26-02-2020,2.5,1,,,,1,73129716,108148
Sanjay Shamrao Dhotre,Elected,5/23/2019,In office,4,Maharashtra,Akola,Bharatiya Janata Party,Male,Graduate Professional,"B.E. (Mech.); Educated at Government College of Engineering, Amravati, Maharashtra",60,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,14-02-2020,2.5,2,1997-98,,,1,77153230,14985774
Satya Pal Singh,Elected,5/23/2019,In office,2,Uttar Pradesh,Baghpat,Bharatiya Janata Party,Male,Post Graduate,"M.Sc., M.A., M. Phill, Ph.D., M.B.A.",64,23,2,0,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,2017-18,,,1,78195793,0
Raj Kumar Singh,Elected,5/23/2019,In office,2,Bihar,Arrah,Bharatiya Janata Party,Male,Graduate Professional,B.A. LL.B,67,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,1,1997-98,,,1,79971720,0
Rampreet Mandal,Elected,5/23/2019,In office,1,Bihar,Jhanjharpur,Janata Dal (United),Male,10th Pass,Information Not Available,65,9,0,24,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-10-2019,2.5,2,-,,,1,88119686,1000000
Rajiv Ranjan (Lalan) Singh,Elected,5/23/2019,In office,3,Bihar,Munger,Janata Dal (United),Male,Graduate,"B.A. (Hons.); Educated at T.N.B. College, Bhagalpur University, Bihar",65,17,0,40,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,,,,1,88324866,7534918
Sudhir Gupta,Elected,5/23/2019,In office,2,Madhya Pradesh,Mandsour,Bharatiya Janata Party,Male,Post Graduate,M.Com,60,29,1,159,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,10/10/2019,2.5,,,,,1,90908944,799283
Mohammad Jawed,Elected,5/23/2019,In office,1,Bihar,Kishanganj,Indian National Congress,Male,Graduate Professional,Information Not Available,Information not available,10,0,19,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,1,1997-98,,,1,90973803,5383958
Mahboob Ali Kaiser,Elected,5/23/2019,In office,2,Bihar,Khagaria,Lok Jan Shakti Party,Male,Graduate,Graduate,52,0,0,1,0.86, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/11/2019,2.5,2,-,,,1,109788313,0
Pralhad Venkatesh Joshi,Elected,5/23/2019,In office,4,Karnataka,Dharwad,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at K.S. Arts College, Hubli",57,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,1.9,2.05,1,2019-2020,13-11-2019,2.5,1,2019-20,,,1,111384447,51736254
Sadashiv Kisan Lokhande,Elected,5/23/2019,In office,2,Maharashtra,Shirdi,Shiv Sena,Male,10th Pass,Higher Secondary,57,0,0,61,0.56, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,2019-20,,,1,113710526,205100
Dayanidhi Maran,Elected,5/23/2019,In office,3,Tamil Nadu,Chennai Central,Dravida Munnetra Kazhagam,Male,Graduate,"B.A. (Economics); Educated at Loyola College, Chennai (Tamil Nadu) ",53,8,0,14,0.8, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-01-2020,2.5,2,-,,,1,116790616,0
Sonia Gandhi,Elected,5/23/2019,In office,5,Uttar Pradesh,Rae Bareli,Indian National Congress,Female,Others,"(i) Three years course in foreign languages (English & French) completed in 1964 at Istituto Santa Teresa, Turin (Italy); (ii) Certificate in English from Lennox Cook School, Cambridge (U.K.) completed in 1965.",73,1,0,0,0.67, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,1,,,,1,118263916,0
Farooq Abdullah,Elected,5/23/2019,In office,4,Jammu and Kashmir,Srinagar,Jammu and Kashmir National Conference,Male,Graduate Professional,"M.B.B.S.; Educated at S.M.S. Medical College, Jaipur, Rajasthan",82,2,0,11,0.41, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.2,0,18,0.75,Lok Sabha,17th Lok Sabha,2.5,2.36,3.5,1,2019-2020,9/8/2019,2.5,2,-,,,1,121904435,0
Ram Mohan Naidu Kinjarapu,Elected,5/23/2019,In office,2,Andhra Pradesh,Srikakulam,Telugu Desam Party,Male,Post Graduate,M.B.A,32,31,0,56,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,2019-20,,,1,122791042,12000000
Navnit Ravi Rana,Elected,5/23/2019,In office,1,Maharashtra,Amravati,Independent,Female,10th Pass,Bachelor of Commerce (B.Com),34,19,0,4,0.76, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,2019-20,,,1,124554656,70576979
Gajendrasingh Shekhawat,Elected,5/23/2019,In office,2,Rajasthan,Jodhpur,Bharatiya Janata Party,Male,Post Graduate,P.G.,52,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-11-2019,2.5,2,2018-19,,,1,138029511,58573744
Godse Hemant Tukaram,Elected,5/23/2019,In office,2,Maharashtra,Nashik,Shiv Sena,Male,Others,Diploma in Civil Engineering,49,6,0,60,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-11-2019,2.5,1,2019-20,,,1,146869996,41083126
Uday Pratap Singh,Elected,5/23/2019,In office,3,Madhya Pradesh,Hoshangabad,Bharatiya Janata Party,Male,Graduate,B.Com Educated at Sagar University,55,44,0,44,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,2,2019-20,,,1,154783105,9103300
Pritam Gopinath Munde,Elected,5/23/2019,In office,2,Maharashtra,Beed,Bharatiya Janata Party,Female,Post Graduate,"MBBS, D.Y. Patil Institute, Navi Mumbai",37,8,0,101,0.85, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,17-03-2020,2.5,1,2018-19,,,1,167477926,98833794
Sanjaykaka Patil,Elected,5/23/2019,In office,2,Maharashtra,Sangli,Bharatiya Janata Party,Male,10th Pass,Higher Secondary,55,4,0,59,0.61, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/2/2020,2.5,1,2019-20,,,1,191192187,23345328
Mulayam Singh Yadav,Elected,5/23/2019,In office,7,Uttar Pradesh,Mainpuri,Samajwadi Party,Male,Post Graduate,"B.A., B.T., M.A. (Political Science); Educated at K.K. College, Etawah, A.K. College, Shikohabad and B.R. College, Agra University, Agra, Uttar Pradesh",80,1,0,0,0.67, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,2,2019-20,,,1,205604593,22055657
M.K. Vishnu Prasad,Elected,5/23/2019,In office,1,Tamil Nadu,Arani,Indian National Congress,Male,Graduate Professional,Information Not Available,47,16,0,40,0.86, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,11/12/2019,2.5,1,,,,1,234564815,33409505
Nitesh Ganga Deb,Elected,5/23/2019,In office,1,Odisha,Sambalpur,Bharatiya Janata Party,Male,12th Pass,Information Not Available,47,9,0,28,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.2,27,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,13-11-2019,2.5,1,1997-98,,,1,269543587,10337195
Ajay Nishad,Elected,5/23/2019,In office,2,Bihar,Muzaffarpur,Bharatiya Janata Party,Male,Graduate,Graduate,53,10,0,58,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,0.54,0.54,1,2019-2020,22-10-2019,2.5,1,2019-20,,,1,298867486,15714320
Ritesh Pandey,Elected,5/23/2019,In office,1,Uttar Pradesh,Ambedkar Nagar,Bahujan Samaj Party,Male,Graduate,Information Not Available,38,41,0,59,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,5,2.5,4.95,2,2019-2020,6/3/2020,2.5,2,2017-18,,,1,307265103,24739098
Rama Devi,Elected,5/23/2019,In office,4,Bihar,Sheohar,Bharatiya Janata Party,Female,Graduate Professional,"B.A., LL.B.; S.K.J.Law College, Bihar University, Muzaffarpur and Jaintpur College, Bihar University, Vaishali",70,29,4,89,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-02-2020,2.5,1,,,,1,328364940,0
K. Navaskani,Elected,5/23/2019,In office,1,Tamil Nadu,Ramanthapuram,Indian Union Muslim League,Male,12th Pass,Senior Secondary,40,19,2,55,0.71, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,2,1997-98,,,1,364738171,47008615
C. R. Patil,Elected,5/23/2019,In office,3,Gujarat,Navsari,Bharatiya Janata Party,Male,10th Pass,"I.T.I; Educated at Industrial Training Institute, Surat",64,1,0,3,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-09-2019,2.5,2,2018-19,"Audit Certificate Pending, Utilisation Certificate Pending.","Audit Certificate Pending, Utilisation Certificate Pending.",1,446044269,56846658
Gautham Sigamani Pon,Elected,5/23/2019,In office,1,Tamil Nadu,Kallakurichi,Dravida Munnetra Kazhagam,Male,Post Graduate,Information Not Available,45,9,0,29,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,1998-99,,,1,471186830,81131909
Pocha. Brahmananda Reddy,Elected,5/23/2019,In office,1,Andhra Pradesh,Nandyal,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,Information Not Available,62,5,0,8,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,0.7,2.51,1,2019-2020,17-10-2019,2.5,2,2017-18,,,1,585932911,177035582
Arvind Dharmapuri,Elected,5/23/2019,In office,1,Telangana,Nizamabad,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,43,3,0,10,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,1.51,2.46,1,2019-2020,15-11-2019,2.5,1,,,,1,876930468,337580746
Gautam Gambhir,Elected,5/23/2019,In office,1,Delhi,East Delhi,Bharatiya Janata Party,Male,12th Pass,Information Not Available,38,3,1,32,0.68, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.8,49,0.83,Lok Sabha,17th Lok Sabha,2.5,1.78,2.45,1,2019-2020,15-10-2019,2.5,1,1998-99,,,1,1471587789,342035860
M.V.V. Satyanarayana,Elected,5/23/2019,In office,1,Andhra Pradesh,Visakhapatnam,Yuvajana Sramika Rythu Congress Party,Male,10th Pass,"B.A. Educated at Andhra University, Andhra Pradesh",53,1,0,25,0.74, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-09-2019,2.5,1,2019-20,,,1,2023905124,160030959
P.P. Mohammed Faizal,Elected,5/23/2019,In office,2,Lakshadweep,Lakshadweep,Nationalist Congress Party,Male,Post Graduate,M.B.A.,44,10,0,58,0.67, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,10,0,58,0.67,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,13-03-2020,2.5,1,1997-98,,,2,938641,0
Kuruva Gorantla Madhav,Elected,5/23/2019,In office,1,Andhra Pradesh,Hindupur,Yuvajana Sramika Rythu Congress Party,Male,Graduate,Information Not Available,50,8,0,11,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,1.61,2.46,1,2019-2020,4/10/2019,2.5,1,,,,2,1787356,730332
Jyotirmay Singh Mahato,Elected,5/23/2019,In office,1,West Bengal,Purulia,Bharatiya Janata Party,Male,Graduate Professional,Information Not Available,34,1,0,25,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,21-08-2019,2.5,1,,,,2,2250540,456100
Kailash Choudhary,Elected,5/23/2019,In office,1,Rajasthan,Barmer,Bharatiya Janata Party,Male,Graduate,Information Not Available,Information not available,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,14-02-2020,2.5,1,,,,2,2402250,0
